[Header]
Data File Name	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Output Date	9/6/2019
Output Time	10:54:20 AM

[File Information]
Type	Data File
Generated	4/12/2019 12:27:12 PM
Generated by	Admin
Modified	9/6/2019 10:13:48 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	4/12/2019 12:29:18 PM
Type	Unknown
Level	4
Sample Name	STD_5ug scan
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Method File	D:\2019 KYB\Youngnam CHJ\OA_SCAN nontarget.qgm
Batch File	
Report Format File	REPORT.qgr
Tuning File	C:\GCMSsolution\System\Tune1\20190330.qgt

[File Description]


[MC Peak Table]
# of Peaks	815
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
223	21.831	21.787	21.883	TIC	1877848	634189	2.96	0.13	 V 		
224	21.887	21.883	21.957	TIC	386232	118741	3.25	0.03	 V 		
225	22.074	21.957	22.130	TIC	1740479	469725	3.71	0.12	 V 		
226	22.219	22.130	22.293	TIC	977914	130903	7.47	0.07	 V 		
227	22.296	22.293	22.353	TIC	295412	99455	2.97	0.02	 V 		
228	22.421	22.353	22.463	TIC	928585	199854	4.65	0.07	 V 		
229	22.495	22.463	22.557	TIC	768199	187757	4.09	0.05	 V 		
230	22.588	22.557	22.643	TIC	489290	113676	4.30	0.03	 V 		
231	22.653	22.643	22.660	TIC	66203	73437	0.90	0.00	 V 		
232	22.689	22.660	22.697	TIC	177976	94181	1.89	0.01	 V 		
233	22.700	22.697	22.727	TIC	146953	92626	1.59	0.01	 V 		
234	22.790	22.727	22.830	TIC	1024240	275897	3.71	0.07	 V 		
235	22.859	22.830	22.960	TIC	1058115	205639	5.15	0.07	 V 		
236	23.001	22.960	23.047	TIC	883142	280666	3.15	0.06	 V 		
237	23.077	23.047	23.110	TIC	669731	248786	2.69	0.05	 V 		
238	23.240	23.110	23.297	TIC	58956401	12000812	4.91	4.14	 V 		
239	23.369	23.297	23.447	TIC	10793333	3994848	2.70	0.76	 V 		
240	23.477	23.447	23.513	TIC	377545	111610	3.38	0.03	 V 		
241	23.517	23.513	23.523	TIC	48039	82543	0.58	0.00	 V 		
242	23.528	23.523	23.563	TIC	170680	87478	1.95	0.01	 V 		
243	23.572	23.563	23.580	TIC	64428	67406	0.96	0.00	 V 		
244	23.586	23.580	23.623	TIC	159632	72026	2.22	0.01	 V 		
245	23.629	23.623	23.633	TIC	33048	58938	0.56	0.00	 V 		
246	23.642	23.633	23.647	TIC	42921	57312	0.75	0.00	 V 		
247	23.709	23.647	23.767	TIC	1468777	509978	2.88	0.10	 V 		
248	23.773	23.767	23.790	TIC	71280	55972	1.27	0.01	 V 		
249	23.793	23.790	23.797	TIC	18847	51988	0.36	0.00	 V 		
250	23.832	23.797	23.857	TIC	223685	73653	3.04	0.02	 V 		
251	23.897	23.857	23.907	TIC	377287	170636	2.21	0.03	 V 		
252	23.936	23.907	24.013	TIC	826877	249740	3.31	0.06	 V 		
253	24.020	24.013	24.030	TIC	42529	48102	0.88	0.00	 V 		
254	24.046	24.030	24.067	TIC	106455	55622	1.91	0.01	 V 		
255	24.068	24.067	24.110	TIC	113370	48024	2.36	0.01	 V 		
256	24.138	24.110	24.163	TIC	196985	70461	2.80	0.01	 V 		
257	24.188	24.163	24.230	TIC	220298	67735	3.25	0.02	 V 		
258	24.235	24.230	24.243	TIC	30614	46296	0.66	0.00	 V 		
259	24.303	24.243	24.343	TIC	542578	144561	3.75	0.04	 V 		
260	24.400	24.343	24.407	TIC	185466	47430	3.91	0.01	 V 		
261	24.427	24.407	24.437	TIC	86086	55554	1.55	0.01	 V 		
262	24.440	24.437	24.497	TIC	173346	55043	3.15	0.01	 V 		
263	24.528	24.497	24.550	TIC	114368	47361	2.41	0.01	 V 		
264	24.564	24.550	24.577	TIC	63575	42175	1.51	0.00	 V 		
265	24.627	24.577	24.667	TIC	275031	68555	4.01	0.02	 V 		
266	24.676	24.667	24.693	TIC	75346	51618	1.46	0.01	 V 		
267	24.709	24.693	24.727	TIC	93253	54301	1.72	0.01	 V 		
268	24.752	24.727	24.790	TIC	287679	106484	2.70	0.02	 V 		
269	24.834	24.790	24.910	TIC	1273062	492048	2.59	0.09	 V 		
270	24.950	24.910	24.983	TIC	226617	71016	3.19	0.02	 V 		
271	24.989	24.983	25.040	TIC	116880	50145	2.33	0.01	 V 		
272	25.043	25.040	25.047	TIC	11021	31149	0.35	0.00	 V 		
273	25.054	25.047	25.070	TIC	42773	33606	1.27	0.00	 V 		
274	25.079	25.070	25.100	TIC	67720	39972	1.69	0.00	 V 		
275	25.177	25.100	25.280	TIC	13375004	5009691	2.67	0.94	 V 		
276	25.322	25.280	25.343	TIC	207563	64179	3.23	0.01	 V 		
277	25.361	25.343	25.377	TIC	133448	71192	1.87	0.01	 V 		
278	25.380	25.377	25.400	TIC	88218	79334	1.11	0.01	 V 		
279	25.403	25.400	25.407	TIC	20950	53843	0.39	0.00	 V 		
280	25.409	25.407	25.430	TIC	68055	52676	1.29	0.00	 V 		
281	25.458	25.430	25.470	TIC	104266	55814	1.87	0.01	 V 		
282	25.500	25.470	25.503	TIC	85599	47059	1.82	0.01	 V 		
283	25.507	25.503	25.513	TIC	24158	43362	0.56	0.00	 V 		
284	25.527	25.513	25.543	TIC	89906	58608	1.53	0.01	 V 		
285	25.557	25.543	25.567	TIC	70894	54443	1.30	0.00	 V 		
286	25.569	25.567	25.593	TIC	78424	55066	1.42	0.01	 V 		
287	25.651	25.593	25.723	TIC	1555581	526652	2.95	0.11	 V 		
288	25.729	25.723	25.737	TIC	41593	55659	0.75	0.00	 V 		
289	25.794	25.737	25.843	TIC	489453	119677	4.09	0.03	 V 		
290	25.885	25.843	25.957	TIC	411149	83604	4.92	0.03	 V 		
291	25.960	25.957	25.963	TIC	15792	40320	0.39	0.00	 V 		
292	25.989	25.963	26.010	TIC	109935	42999	2.56	0.01	 V 		
293	26.059	26.010	26.113	TIC	419405	128705	3.26	0.03	 V 		
294	26.130	26.113	26.147	TIC	83649	44992	1.86	0.01	 V 		
295	26.190	26.147	26.193	TIC	144985	62051	2.34	0.01	 V 		
296	26.217	26.193	26.273	TIC	243158	63303	3.84	0.02	 V 		
297	26.348	26.273	26.397	TIC	2274892	882191	2.58	0.16	 V 		
298	26.429	26.397	26.453	TIC	347563	134587	2.58	0.02	 V 		
299	26.456	26.453	26.513	TIC	270195	111810	2.42	0.02	 V 		
300	26.519	26.513	26.547	TIC	71914	43663	1.65	0.01	 V 		
301	26.586	26.547	26.633	TIC	326871	105682	3.09	0.02	 V 		
302	26.660	26.633	26.680	TIC	87770	36995	2.37	0.01	 V 		
303	26.685	26.680	26.690	TIC	19136	34904	0.55	0.00	 V 		
304	26.693	26.690	26.700	TIC	16134	28624	0.56	0.00	 V 		
305	26.706	26.700	26.720	TIC	41091	36122	1.14	0.00	 V 		
306	26.756	26.720	26.797	TIC	145120	38592	3.76	0.01	 V 		
307	26.846	26.797	26.903	TIC	289119	80205	3.60	0.02	 V 		
308	26.906	26.903	26.910	TIC	9637	28111	0.34	0.00	 V 		
309	26.916	26.910	26.930	TIC	26027	23605	1.10	0.00	 V 		
310	26.937	26.930	26.967	TIC	43183	21949	1.97	0.00	 V 		
311	27.005	26.967	27.057	TIC	280710	77512	3.62	0.02	 V 		
312	27.063	27.057	27.070	TIC	23168	35868	0.65	0.00	 V 		
313	27.102	27.070	27.137	TIC	138754	47403	2.93	0.01	 V 		
314	27.139	27.137	27.163	TIC	52068	34333	1.52	0.00	 V 		
315	27.183	27.163	27.193	TIC	56647	37384	1.52	0.00	 V 		
316	27.210	27.193	27.247	TIC	112474	43296	2.60	0.01	 V 		
317	27.304	27.247	27.350	TIC	398143	118397	3.36	0.03	 V 		
318	27.356	27.350	27.363	TIC	19260	27918	0.69	0.00	 V 		
319	27.379	27.363	27.383	TIC	31407	33538	0.94	0.00	 V 		
320	27.386	27.383	27.390	TIC	9221	23897	0.39	0.00	 V 		
321	27.454	27.390	27.493	TIC	578660	176948	3.27	0.04	 V 		
322	27.532	27.493	27.550	TIC	400048	164614	2.43	0.03	 V 		
323	27.593	27.550	27.660	TIC	1547921	443149	3.49	0.11	 V 		
324	27.718	27.660	27.787	TIC	909093	261033	3.48	0.06	 V 		
325	27.839	27.787	27.873	TIC	309062	87289	3.54	0.02	 V 		
326	27.892	27.873	27.917	TIC	102156	47725	2.14	0.01	 V 		
327	27.920	27.917	27.930	TIC	24205	33483	0.72	0.00	 V 		
328	28.047	27.930	31.037	TIC	36461080	8433323	4.32	2.56	SV 		
329	28.216	28.213	28.223	TIC	2607	12185	0.21	0.00	T  		
330	28.251	28.223	28.263	TIC	27181	19154	1.42	0.00	T  		
331	28.300	28.297	28.317	TIC	3625	1313	2.76	0.00	T  		
332	28.375	28.317	28.420	TIC	129373	44762	2.89	0.01	TV 		
333	28.456	28.420	28.487	TIC	18944	12219	1.55	0.00	T  		
334	28.527	28.487	28.537	TIC	39793	30957	1.29	0.00	TV 		
335	28.545	28.537	28.557	TIC	32363	31664	1.02	0.00	TV 		
336	28.563	28.557	28.583	TIC	37157	29312	1.27	0.00	TV 		
337	28.586	28.583	28.593	TIC	9303	19878	0.47	0.00	TV 		
338	28.609	28.593	28.613	TIC	23544	25154	0.94	0.00	TV 		
339	28.617	28.613	28.620	TIC	7853	21062	0.37	0.00	TV 		
340	28.622	28.620	28.650	TIC	34376	19321	1.78	0.00	TV 		
341	28.654	28.650	28.660	TIC	9164	17934	0.51	0.00	TV 		
342	28.667	28.660	28.673	TIC	11684	19883	0.59	0.00	TV 		
343	28.729	28.673	28.793	TIC	308255	101572	3.03	0.02	TV 		
344	28.795	28.793	28.800	TIC	1724	6753	0.26	0.00	TV 		
345	28.803	28.800	28.813	TIC	3216	5986	0.54	0.00	TV 		
346	28.830	28.813	28.840	TIC	13909	15580	0.89	0.00	TV 		
347	28.858	28.840	28.880	TIC	30590	19698	1.55	0.00	TV 		
348	28.920	28.880	28.937	TIC	31163	20627	1.51	0.00	TV 		
349	28.949	28.937	28.957	TIC	8554	9735	0.88	0.00	T  		
350	28.983	28.957	28.990	TIC	24917	20457	1.22	0.00	TV 		
351	29.003	28.990	29.023	TIC	38897	30633	1.27	0.00	TV 		
352	29.067	29.023	29.117	TIC	219733	63217	3.48	0.02	TV 		
353	29.122	29.117	29.137	TIC	30386	28737	1.06	0.00	TV 		
354	29.140	29.137	29.147	TIC	13651	25297	0.54	0.00	TV 		
355	29.152	29.147	29.157	TIC	15694	28846	0.54	0.00	TV 		
356	29.180	29.157	29.197	TIC	72598	33807	2.15	0.01	TV 		
357	29.203	29.197	29.217	TIC	38153	36773	1.04	0.00	TV 		
358	29.231	29.217	29.260	TIC	71848	34085	2.11	0.01	TV 		
359	29.273	29.260	29.280	TIC	19254	19952	0.97	0.00	TV 		
360	29.342	29.280	29.380	TIC	184206	60584	3.04	0.01	TV 		
361	29.400	29.380	29.410	TIC	26966	22861	1.18	0.00	TV 		
362	29.430	29.410	29.437	TIC	22610	19843	1.14	0.00	TV 		
363	29.443	29.437	29.460	TIC	23244	20129	1.15	0.00	TV 		
364	29.473	29.460	29.503	TIC	18692	14560	1.28	0.00	TV 		
365	29.582	29.503	29.623	TIC	1537662	650279	2.36	0.11	TV 		
366	29.669	29.623	29.727	TIC	428486	121865	3.52	0.03	TV 		
367	29.743	29.727	29.780	TIC	59364	31311	1.90	0.00	TV 		
368	29.796	29.780	29.843	TIC	76557	26501	2.89	0.01	TV 		
369	29.852	29.843	29.857	TIC	4528	8490	0.53	0.00	TV 		
370	29.867	29.857	29.870	TIC	4746	7662	0.62	0.00	TV 		
371	29.920	29.870	29.950	TIC	78493	23664	3.32	0.01	TV 		
372	29.977	29.950	30.027	TIC	150204	51519	2.92	0.01	TV 		
373	30.060	30.027	30.067	TIC	48340	28567	1.69	0.00	TV 		
374	30.120	30.067	30.190	TIC	873787	342162	2.55	0.06	TV 		
375	30.220	30.190	30.253	TIC	59251	22975	2.58	0.00	TV 		
376	30.280	30.253	30.283	TIC	12588	12209	1.03	0.00	T  		
377	30.286	30.283	30.313	TIC	18752	20318	0.92	0.00	TV 		
378	30.354	30.313	30.393	TIC	113150	43185	2.62	0.01	TV 		
379	30.471	30.393	30.503	TIC	115119	29244	3.94	0.01	TV 		
380	30.543	30.503	30.597	TIC	259568	80198	3.24	0.02	TV 		
381	30.612	30.597	30.627	TIC	24757	17746	1.40	0.00	TV 		
382	30.643	30.627	30.667	TIC	23750	10890	2.18	0.00	TV 		
383	30.671	30.667	30.693	TIC	23011	15431	1.49	0.00	TV 		
384	30.700	30.693	30.720	TIC	18584	12934	1.44	0.00	TV 		
385	30.750	30.720	30.777	TIC	28703	15779	1.82	0.00	TV 		
386	30.793	30.777	30.800	TIC	9338	11031	0.85	0.00	TV 		
387	30.849	30.800	30.883	TIC	62211	20396	3.05	0.00	TV 		
388	30.886	30.883	30.890	TIC	3643	10334	0.35	0.00	TV 		
389	30.913	30.890	30.920	TIC	28901	21401	1.35	0.00	TV 		
390	30.926	30.920	30.930	TIC	13049	22783	0.57	0.00	TV 		
391	30.952	30.930	30.960	TIC	39120	26491	1.48	0.00	TV 		
392	30.967	30.960	30.973	TIC	11218	15445	0.73	0.00	TV 		
393	30.980	30.973	30.993	TIC	13573	20156	0.67	0.00	TV 		
394	30.998	30.993	31.020	TIC	11461	13060	0.88	0.00	TV 		
395	31.030	31.020	31.037	TIC	7015	13654	0.51	0.00	T  		
396	31.185	31.037	31.560	TIC	58531243	11607555	5.04	4.11	SV 		
397	31.373	31.367	31.377	TIC	4588	18734	0.24	0.00	T  		
398	31.423	31.420	31.447	TIC	8760	6522	1.34	0.00	T  		
399	31.467	31.460	31.493	TIC	8022	3205	2.50	0.00	T  		
400	31.502	31.493	31.520	TIC	7628	9155	0.83	0.00	T  		
401	31.523	31.520	31.530	TIC	2776	7578	0.37	0.00	T  		
402	31.535	31.530	31.550	TIC	5468	9217	0.59	0.00	TV 		
403	31.627	31.560	31.743	TIC	4704335	1813189	2.59	0.33	SV 		
404	31.690	31.680	31.703	TIC	14092	14090	1.00	0.00	T  		
405	31.709	31.703	31.727	TIC	14613	20396	0.72	0.00	TV 		
406	31.813	31.743	32.387	TIC	3291736	1042052	3.16	0.23	SV 		
407	31.897	31.893	31.913	TIC	9466	9564	0.99	0.00	T  		
408	31.923	31.913	31.943	TIC	13444	8283	1.62	0.00	TV 		
409	31.951	31.943	31.953	TIC	6418	14483	0.44	0.00	T  		
410	31.970	31.953	31.977	TIC	17081	20263	0.84	0.00	TV 		
411	31.997	31.977	32.000	TIC	18352	14646	1.25	0.00	TV 		
412	32.007	32.000	32.013	TIC	9108	16641	0.55	0.00	TV 		
413	32.017	32.013	32.043	TIC	18855	12943	1.46	0.00	TV 		
414	32.047	32.043	32.050	TIC	3112	8323	0.37	0.00	T  		
415	32.071	32.050	32.083	TIC	17656	14688	1.20	0.00	TV 		
416	32.100	32.083	32.107	TIC	9055	12185	0.74	0.00	T  		
417	32.129	32.107	32.140	TIC	22094	18262	1.21	0.00	TV 		
418	32.142	32.140	32.163	TIC	14206	11480	1.24	0.00	TV 		
419	32.171	32.163	32.180	TIC	5309	8276	0.64	0.00	TV 		
420	32.193	32.180	32.200	TIC	8386	15688	0.53	0.00	TV 		
421	32.220	32.200	32.240	TIC	17091	12859	1.33	0.00	TV 		
422	32.302	32.240	32.330	TIC	62884	25903	2.43	0.00	TV 		
423	32.379	32.343	32.387	TIC	22505	17469	1.29	0.00	T  		
424	32.448	32.387	32.507	TIC	869458	319491	2.72	0.06	 V 		
425	32.509	32.507	32.533	TIC	36063	26528	1.36	0.00	 V 		
426	32.542	32.533	32.547	TIC	18617	25266	0.74	0.00	 V 		
427	32.579	32.547	32.607	TIC	95469	35038	2.72	0.01	 V 		
428	32.639	32.607	32.673	TIC	81890	25105	3.26	0.01	 V 		
429	32.680	32.673	32.690	TIC	24066	29130	0.83	0.00	 V 		
430	32.726	32.690	32.737	TIC	97891	45924	2.13	0.01	 V 		
431	32.750	32.737	32.780	TIC	83644	46196	1.81	0.01	 V 		
432	32.788	32.780	32.793	TIC	17004	22566	0.75	0.00	 V 		
433	32.798	32.793	32.807	TIC	15100	23424	0.64	0.00	 V 		
434	32.822	32.807	32.840	TIC	40316	26521	1.52	0.00	 V 		
435	32.847	32.840	32.863	TIC	22184	19722	1.12	0.00	 V 		
436	32.897	32.863	32.900	TIC	34558	18501	1.87	0.00	 V 		
437	32.934	32.900	33.007	TIC	148997	37427	3.98	0.01	 V 		
438	33.076	33.007	33.137	TIC	318959	88628	3.60	0.02	 V 		
439	33.163	33.137	33.180	TIC	58779	27672	2.12	0.00	 V 		
440	33.197	33.180	33.210	TIC	41225	28618	1.44	0.00	 V 		
441	33.222	33.210	33.233	TIC	27236	26474	1.03	0.00	 V 		
442	33.236	33.233	33.243	TIC	6702	14676	0.46	0.00	 V 		
443	33.270	33.243	33.273	TIC	29270	24688	1.19	0.00	 V 		
444	33.279	33.273	33.323	TIC	64823	30143	2.15	0.00	 V 		
445	33.348	33.323	33.363	TIC	52313	30803	1.70	0.00	 V 		
446	33.368	33.363	33.393	TIC	23642	18670	1.27	0.00	 V 		
447	33.410	33.393	33.430	TIC	30352	17950	1.69	0.00	 V 		
448	33.434	33.430	33.457	TIC	25421	20117	1.26	0.00	 V 		
449	33.490	33.457	33.510	TIC	35116	17228	2.04	0.00	 V 		
450	33.533	33.510	33.537	TIC	21740	18751	1.16	0.00	 V 		
451	33.553	33.537	33.557	TIC	12581	13849	0.91	0.00	 V 		
452	33.563	33.557	33.570	TIC	12065	19548	0.62	0.00	 V 		
453	33.602	33.570	33.643	TIC	68369	24437	2.80	0.00	 V 		
454	33.646	33.643	33.670	TIC	15155	9409	1.61	0.00	 V 		
455	33.673	33.670	33.687	TIC	12531	15045	0.83	0.00	 V 		
456	33.703	33.687	33.710	TIC	17990	19197	0.94	0.00	 V 		
457	33.725	33.710	33.750	TIC	35622	23270	1.53	0.00	 V 		
458	33.771	33.750	33.787	TIC	24566	16770	1.46	0.00	 V 		
459	33.846	33.787	33.860	TIC	100039	39941	2.50	0.01	 V 		
460	33.921	33.860	34.007	TIC	288107	59786	4.82	0.02	 V 		
461	34.025	34.007	34.030	TIC	23343	24977	0.93	0.00	 V 		
462	34.079	34.030	34.103	TIC	114307	38051	3.00	0.01	 V 		
463	34.110	34.103	34.117	TIC	14531	21574	0.67	0.00	 V 		
464	34.122	34.117	34.127	TIC	10077	20516	0.49	0.00	 V 		
465	34.134	34.127	34.150	TIC	21119	16615	1.27	0.00	 V 		
466	34.164	34.150	34.170	TIC	16796	17483	0.96	0.00	 V 		
467	34.228	34.170	34.250	TIC	63029	20761	3.04	0.00	 V 		
468	34.253	34.250	34.257	TIC	6651	17411	0.38	0.00	 V 		
469	34.275	34.257	34.280	TIC	22129	19815	1.12	0.00	 V 		
470	34.300	34.280	34.307	TIC	23661	22562	1.05	0.00	 V 		
471	34.370	34.307	34.377	TIC	43537	14659	2.97	0.00	 V 		
472	34.438	34.377	34.510	TIC	1234996	460440	2.68	0.09	 V 		
473	34.516	34.510	34.540	TIC	36325	26247	1.38	0.00	 V 		
474	34.543	34.540	34.553	TIC	15291	24471	0.62	0.00	 V 		
475	34.557	34.553	34.563	TIC	9720	18631	0.52	0.00	 V 		
476	34.628	34.563	34.660	TIC	604532	236542	2.56	0.04	 V 		
477	34.666	34.660	34.687	TIC	50919	42166	1.21	0.00	 V 		
478	34.690	34.687	34.727	TIC	48560	28951	1.68	0.00	 V 		
479	34.736	34.727	34.757	TIC	27017	22352	1.21	0.00	 V 		
480	34.773	34.757	34.777	TIC	16681	19407	0.86	0.00	 V 		
481	34.782	34.777	34.803	TIC	22282	13833	1.61	0.00	 V 		
482	34.813	34.803	34.820	TIC	13067	17442	0.75	0.00	 V 		
483	34.827	34.820	34.847	TIC	18462	13000	1.42	0.00	 V 		
484	34.860	34.847	34.863	TIC	18063	16850	1.07	0.00	 V 		
485	34.871	34.863	34.923	TIC	64525	26426	2.44	0.00	 V 		
486	34.943	34.923	34.960	TIC	31082	20029	1.55	0.00	 V 		
487	35.025	34.960	35.097	TIC	372881	95918	3.89	0.03	 V 		
488	35.100	35.097	35.120	TIC	29069	20684	1.41	0.00	 V 		
489	35.123	35.120	35.143	TIC	20343	22256	0.91	0.00	 V 		
490	35.150	35.143	35.160	TIC	12693	13841	0.92	0.00	 V 		
491	35.190	35.160	35.197	TIC	33894	26539	1.28	0.00	 V 		
492	35.199	35.197	35.203	TIC	9061	25387	0.36	0.00	 V 		
493	35.225	35.203	35.257	TIC	65197	29242	2.23	0.00	 V 		
494	35.273	35.257	35.290	TIC	37736	21737	1.74	0.00	 V 		
495	35.310	35.290	35.330	TIC	39857	19332	2.06	0.00	 V 		
496	35.333	35.330	35.347	TIC	14818	19329	0.77	0.00	 V 		
497	35.363	35.347	35.380	TIC	35233	28015	1.26	0.00	 V 		
498	35.412	35.380	35.437	TIC	50338	24608	2.05	0.00	 V 		
499	35.493	35.437	35.500	TIC	51204	19215	2.66	0.00	 V 		
500	35.502	35.500	35.510	TIC	9134	22032	0.41	0.00	 V 		
501	35.527	35.510	35.547	TIC	39838	21052	1.89	0.00	 V 		
502	35.549	35.547	35.557	TIC	5387	14664	0.37	0.00	 V 		
503	35.561	35.557	35.570	TIC	10856	19295	0.56	0.00	 V 		
504	35.583	35.570	35.593	TIC	17838	21060	0.85	0.00	 V 		
505	35.643	35.593	35.657	TIC	55164	18037	3.06	0.00	 V 		
506	35.663	35.657	35.677	TIC	15195	18502	0.82	0.00	 V 		
507	35.689	35.677	35.707	TIC	18791	17031	1.10	0.00	 V 		
508	35.710	35.707	35.723	TIC	10903	13889	0.79	0.00	 V 		
509	35.731	35.723	35.753	TIC	16088	17077	0.94	0.00	 V 		
510	35.789	35.753	35.793	TIC	21152	14725	1.44	0.00	   		
511	35.822	35.793	35.850	TIC	36544	21701	1.68	0.00	 V 		
512	35.885	35.850	35.890	TIC	24313	20619	1.18	0.00	 V 		
513	35.912	35.890	35.920	TIC	23092	17672	1.31	0.00	 V 		
514	35.938	35.920	35.947	TIC	22288	16580	1.34	0.00	 V 		
515	35.967	35.947	35.973	TIC	20226	18189	1.11	0.00	 V 		
516	35.980	35.973	35.993	TIC	16746	19151	0.87	0.00	 V 		
517	36.006	35.993	36.033	TIC	30910	19230	1.61	0.00	 V 		
518	36.050	36.033	36.070	TIC	21767	14755	1.48	0.00	 V 		
519	36.088	36.070	36.110	TIC	28985	14449	2.01	0.00	 V 		
520	36.120	36.110	36.130	TIC	12543	14122	0.89	0.00	 V 		
521	36.156	36.130	36.167	TIC	27746	21607	1.28	0.00	 V 		
522	36.211	36.167	36.243	TIC	97286	34056	2.86	0.01	 V 		
523	36.253	36.243	36.283	TIC	31123	18967	1.64	0.00	 V 		
524	36.289	36.283	36.297	TIC	9404	13953	0.67	0.00	 V 		
525	36.299	36.297	36.303	TIC	4812	14741	0.33	0.00	 V 		
526	36.305	36.303	36.327	TIC	10886	10172	1.07	0.00	 V 		
527	36.351	36.327	36.370	TIC	26780	17659	1.52	0.00	   		
528	36.381	36.370	36.403	TIC	12704	10671	1.19	0.00	 V 		
529	36.410	36.403	36.417	TIC	7018	15328	0.46	0.00	 V 		
530	36.422	36.417	36.437	TIC	8597	10709	0.80	0.00	 V 		
531	36.443	36.437	36.447	TIC	3207	6824	0.47	0.00	 V 		
532	36.469	36.447	36.503	TIC	42225	19373	2.18	0.00	 V 		
533	36.507	36.503	36.527	TIC	9721	14573	0.67	0.00	 V 		
534	36.554	36.527	36.560	TIC	16204	12988	1.25	0.00	 V 		
535	36.563	36.560	36.567	TIC	2691	10548	0.26	0.00	 V 		
536	36.662	36.567	36.723	TIC	445301	156069	2.85	0.03	 V 		
537	36.735	36.723	36.753	TIC	25376	15312	1.66	0.00	 V 		
538	36.757	36.753	36.760	TIC	4700	14316	0.33	0.00	 V 		
539	36.766	36.760	36.773	TIC	11254	19325	0.58	0.00	 V 		
540	36.788	36.773	36.830	TIC	39858	20869	1.91	0.00	 V 		
541	36.840	36.830	36.860	TIC	19975	11300	1.77	0.00	 V 		
542	36.876	36.860	36.897	TIC	27253	18888	1.44	0.00	 V 		
543	36.921	36.897	36.927	TIC	16531	9497	1.74	0.00	 V 		
544	36.933	36.927	36.993	TIC	34447	17409	1.98	0.00	 V 		
545	36.998	36.993	37.007	TIC	7240	15129	0.48	0.00	 V 		
546	37.045	37.007	37.057	TIC	31149	17042	1.83	0.00	 V 		
547	37.069	37.057	37.090	TIC	15280	21102	0.72	0.00	 V 		
548	37.100	37.090	37.113	TIC	12789	8492	1.51	0.00	 V 		
549	37.116	37.113	37.123	TIC	2346	5839	0.40	0.00	 V 		
550	37.149	37.123	37.167	TIC	26622	17319	1.54	0.00	 V 		
551	37.186	37.167	37.203	TIC	21006	11895	1.77	0.00	 V 		
552	37.212	37.203	37.217	TIC	14197	23709	0.60	0.00	 V 		
553	37.220	37.217	37.227	TIC	8356	17028	0.49	0.00	 V 		
554	37.240	37.227	37.247	TIC	14922	15892	0.94	0.00	 V 		
555	37.250	37.247	37.257	TIC	5160	12362	0.42	0.00	 V 		
556	37.263	37.257	37.290	TIC	19051	11766	1.62	0.00	 V 		
557	37.297	37.290	37.313	TIC	18527	16743	1.11	0.00	 V 		
558	37.326	37.313	37.347	TIC	25326	16609	1.52	0.00	 V 		
559	37.353	37.347	37.360	TIC	12328	17227	0.72	0.00	 V 		
560	37.364	37.360	37.370	TIC	10111	17667	0.57	0.00	 V 		
561	37.380	37.370	37.383	TIC	11394	13624	0.84	0.00	 V 		
562	37.387	37.383	37.400	TIC	16698	18279	0.91	0.00	 V 		
563	37.448	37.400	37.470	TIC	72605	17991	4.04	0.01	 V 		
564	37.572	37.470	37.653	TIC	779397	223829	3.48	0.05	 V 		
565	37.657	37.653	37.660	TIC	10122	29447	0.34	0.00	 V 		
566	37.676	37.660	37.693	TIC	64079	37985	1.69	0.00	 V 		
567	37.699	37.693	37.733	TIC	62938	37652	1.67	0.00	 V 		
568	37.757	37.733	37.773	TIC	33751	16688	2.02	0.00	 V 		
569	37.778	37.773	37.797	TIC	16349	15967	1.02	0.00	 V 		
570	37.803	37.797	37.807	TIC	7072	14988	0.47	0.00	 V 		
571	37.826	37.807	37.847	TIC	40565	20364	1.99	0.00	 V 		
572	37.850	37.847	37.870	TIC	19727	16973	1.16	0.00	 V 		
573	37.882	37.870	37.897	TIC	26849	25989	1.03	0.00	 V 		
574	37.903	37.897	37.907	TIC	5740	13224	0.43	0.00	 V 		
575	37.910	37.907	37.947	TIC	34485	18070	1.91	0.00	 V 		
576	37.970	37.947	37.987	TIC	38453	20305	1.89	0.00	 V 		
